surah:ayah	position	word	meaning	ayah_link
56:85	2	aqrabu	(are) nearer	 وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنْكُمْ وَلَٰكِنْ لَا تُبْصِرُونَ
22:13	4	aqrabu	(is) closer	 يَدْعُو لَمَنْ ضَرُّهُ أَقْرَبُ مِنْ نَفْعِهِ
26:214	3	l-aqrabīna	[the] closest	 وَأَنْذِرْ عَشِيرَتَكَ الْأَقْرَبِينَ
9:99	11	qurubātin	(as) means of nearness	 وَيَتَّخِذُ مَا يُنْفِقُ قُرُبَاتٍ عِنْدَ اللَّهِ
3:183	12	biqur'bānin	a sacrifice 	 إِنَّ اللَّهَ عَهِدَ إِلَيْنَا أَلَّا نُؤْمِنَ لِرَسُولٍ حَتَّىٰ يَأْتِيَنَا بِقُرْبَانٍ
5:27	9	qur'bānan	a sacrifice	 وَاتْلُ عَلَيْهِمْ نَبَأَ ابْنَيْ آدَمَ بِالْحَقِّ إِذْ قَرَّبَا قُرْبَانًا
46:28	8	qur'bānan	gods as a way of approach	 فَلَوْلَا نَصَرَهُمُ الَّذِينَ اتَّخَذُوا مِنْ دُونِ اللَّهِ قُرْبَانًا آلِهَةً
2:83	13	l-qur'bā	relatives	 وَبِالْوَالِدَيْنِ إِحْسَانًا وَذِي الْقُرْبَىٰ وَالْيَتَامَىٰ
2:177	24	l-qur'bā	(of) the near relatives	 وَآتَى الْمَالَ عَلَىٰ حُبِّهِ ذَوِي الْقُرْبَىٰ وَالْيَتَامَىٰ وَالْمَسَاكِينَ
4:8	5	l-qur'bā	the relatives	 وَإِذَا حَضَرَ الْقِسْمَةَ أُولُو الْقُرْبَىٰ وَالْيَتَامَىٰ وَالْمَسَاكِينُ فَارْزُقُوهُمْ مِنْهُ
4:36	10	l-qur'bā	the relatives	 وَبِالْوَالِدَيْنِ إِحْسَانًا وَبِذِي الْقُرْبَىٰ وَالْيَتَامَىٰ وَالْمَسَاكِينِ
4:36	15	l-qur'bā	near	 وَالْجَارِ ذِي الْقُرْبَىٰ وَالْجَارِ الْجُنُبِ
5:106	43	qur'bā	a near relative	 فَيُقْسِمَانِ بِاللَّهِ إِنِ ارْتَبْتُمْ لَا نَشْتَرِي بِهِ ثَمَنًا وَلَوْ كَانَ ذَا قُرْبَىٰ
6:152	27	qur'bā	a near relative	 وَإِذَا قُلْتُمْ فَاعْدِلُوا وَلَوْ كَانَ ذَا قُرْبَىٰ
8:41	11	l-qur'bā	near relatives	 فَأَنَّ لِلَّهِ خُمُسَهُ وَلِلرَّسُولِ وَلِذِي الْقُرْبَىٰ
