surah:ayah	position	word	meaning	ayah_link
7:176	13	l-kalbi	(of) the dog	 فَمَثَلُهُ كَمَثَلِ الْكَلْبِ إِنْ تَحْمِلْ عَلَيْهِ يَلْهَثْ أَوْ تَتْرُكْهُ يَلْهَثْ
18:18	10	wakalbuhum	while their dog	 وَكَلْبُهُمْ بَاسِطٌ ذِرَاعَيْهِ بِالْوَصِيدِ
18:22	4	kalbuhum	their dog	 سَيَقُولُونَ ثَلَاثَةٌ رَابِعُهُمْ كَلْبُهُمْ
18:22	8	kalbuhum	their dog 	 وَيَقُولُونَ خَمْسَةٌ سَادِسُهُمْ كَلْبُهُمْ
18:22	14	kalbuhum	their dog	 وَيَقُولُونَ سَبْعَةٌ وَثَامِنُهُمْ كَلْبُهُمْ
5:4	13	mukallibīna	ones who train animals to hunt	 وَمَا عَلَّمْتُمْ مِنَ الْجَوَارِحِ مُكَلِّبِينَ تُعَلِّمُونَهُنَّ مِمَّا عَلَّمَكُمُ اللَّهُ
