surah:ayah	position	word	meaning	ayah_link
2:111	8	hūdan	(a) Jew[s]	<a style='color:#95C7FF' href='https://quran.com/2:111/tafsirs/toBeReplaced'> وَقَالُوا لَنْ يَدْخُلَ الْجَنَّةَ إِلَّا مَنْ كَانَ هُودًا أَوْ نَصَارَىٰ</a>
2:135	3	hūdan	Jews	<a style='color:#95C7FF' href='https://quran.com/2:135/tafsirs/toBeReplaced'> وَقَالُوا كُونُوا هُودًا أَوْ نَصَارَىٰ تَهْتَدُوا</a>
2:140	10	hūdan	Jews	<a style='color:#95C7FF' href='https://quran.com/2:140/tafsirs/toBeReplaced'> أَمْ تَقُولُونَ إِنَّ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ وَالْأَسْبَاطَ كَانُوا هُودًا أَوْ نَصَارَىٰ</a>
