surah:ayah	position	word	meaning	ayah_link
28:76	2	qārūna	Qarun	<a style='color:#95C7FF' href='https://quran.com/28:76/tafsirs/toBeReplaced'> إِنَّ قَارُونَ كَانَ مِنْ قَوْمِ مُوسَىٰ فَبَغَىٰ عَلَيْهِمْ</a>
28:79	16	qārūnu	(to) Qarun	<a style='color:#95C7FF' href='https://quran.com/28:79/tafsirs/toBeReplaced'> قَالَ الَّذِينَ يُرِيدُونَ الْحَيَاةَ الدُّنْيَا يَا لَيْتَ لَنَا مِثْلَ مَا أُوتِيَ قَارُونُ</a>
29:39	1	waqārūna	And Qarun	<a style='color:#95C7FF' href='https://quran.com/29:39/tafsirs/toBeReplaced'> وَقَارُونَ وَفِرْعَوْنَ وَهَامَانَ وَلَقَدْ جَاءَهُمْ مُوسَىٰ بِالْبَيِّنَاتِ</a>
40:24	4	waqārūna	and Qarun	<a style='color:#95C7FF' href='https://quran.com/40:24/tafsirs/toBeReplaced'> إِلَىٰ فِرْعَوْنَ وَهَامَانَ وَقَارُونَ فَقَالُوا سَاحِرٌ كَذَّابٌ</a>
