surah:ayah	position	word	meaning	ayah_link
21:43	8	yastaṭīʿūna	they are able	 لَا يَسْتَطِيعُونَ نَصْرَ أَنْفُسِهِمْ وَلَا هُمْ مِنَّا يُصْحَبُونَ
25:9	8	yastaṭīʿūna	they are able (to find)	 انْظُرْ كَيْفَ ضَرَبُوا لَكَ الْأَمْثَالَ فَضَلُّوا فَلَا يَسْتَطِيعُونَ سَبِيلًا
25:19	6	tastaṭīʿūna	you are able	 فَقَدْ كَذَّبُوكُمْ بِمَا تَقُولُونَ فَمَا تَسْتَطِيعُونَ صَرْفًا
26:211	5	yastaṭīʿūna	they are able	 وَمَا يَنْبَغِي لَهُمْ وَمَا يَسْتَطِيعُونَ
36:50	2	yastaṭīʿūna	they will be able	 فَلَا يَسْتَطِيعُونَ تَوْصِيَةً وَلَا إِلَىٰ أَهْلِهِمْ يَرْجِعُونَ
36:67	7	is'taṭāʿū	they would have been able	 وَلَوْ نَشَاءُ لَمَسَخْنَاهُمْ عَلَىٰ مَكَانَتِهِمْ فَمَا اسْتَطَاعُوا مُضِيًّا
36:75	2	yastaṭīʿūna	they are able	 لَا يَسْتَطِيعُونَ نَصْرَهُمْ وَهُمْ لَهُمْ جُنْدٌ مُحْضَرُونَ
51:45	2	is'taṭāʿū	they were able to	 فَمَا اسْتَطَاعُوا مِنْ قِيَامٍ وَمَا كَانُوا مُنْتَصِرِينَ
55:33	5	is'taṭaʿtum	you are able	 إِنِ اسْتَطَعْتُمْ أَنْ تَنْفُذُوا مِنْ أَقْطَارِ السَّمَاوَاتِ وَالْأَرْضِ فَانْفُذُوا لَا تَنْفُذُونَ إِلَّا بِسُلْطَانٍ
58:4	13	yastaṭiʿ	is able	 فَمَنْ لَمْ يَسْتَطِعْ فَإِطْعَامُ سِتِّينَ مِسْكِينًا
64:16	4	is'taṭaʿtum	you are able	 فَاتَّقُوا اللَّهَ مَا اسْتَطَعْتُمْ وَاسْمَعُوا وَأَطِيعُوا
68:42	9	yastaṭīʿūna	they will be able	 يَوْمَ يُكْشَفُ عَنْ سَاقٍ وَيُدْعَوْنَ إِلَى السُّجُودِ فَلَا يَسْتَطِيعُونَ
4:81	2	ṭāʿatun	(We pledge) obedience	 وَيَقُولُونَ طَاعَةٌ فَإِذَا بَرَزُوا مِنْ عِنْدِكَ بَيَّتَ طَائِفَةٌ مِنْهُمْ غَيْرَ الَّذِي تَقُولُ
24:53	11	ṭāʿatun	Obedience	 قُلْ لَا تُقْسِمُوا طَاعَةٌ مَعْرُوفَةٌ إِنَّ اللَّهَ خَبِيرٌ بِمَا تَعْمَلُونَ
47:21	1	ṭāʿatun	(Is) obedience	 طَاعَةٌ وَقَوْلٌ مَعْرُوفٌ
3:83	11	ṭawʿan	willingly	 وَلَهُ أَسْلَمَ مَنْ فِي السَّمَاوَاتِ وَالْأَرْضِ طَوْعًا وَكَرْهًا
9:53	3	ṭawʿan	willingly	 قُلْ أَنْفِقُوا طَوْعًا أَوْ كَرْهًا لَنْ يُتَقَبَّلَ مِنْكُمْ
13:15	7	ṭawʿan	willingly	 وَلِلَّهِ يَسْجُدُ مَنْ فِي السَّمَاوَاتِ وَالْأَرْضِ طَوْعًا وَكَرْهًا
41:11	11	ṭawʿan	willingly	 فَقَالَ لَهَا وَلِلْأَرْضِ ائْتِيَا طَوْعًا أَوْ كَرْهًا
41:11	16	ṭāiʿīna	willingly	 فَقَالَ لَهَا وَلِلْأَرْضِ ائْتِيَا طَوْعًا أَوْ كَرْهًا قَالَتَا أَتَيْنَا طَائِعِينَ
81:21	1	muṭāʿin	One to be obeyed	 مُطَاعٍ ثَمَّ أَمِينٍ
9:79	3	l-muṭawiʿīna	the ones who give willingly	 الَّذِينَ يَلْمِزُونَ الْمُطَّوِّعِينَ مِنَ الْمُؤْمِنِينَ فِي الصَّدَقَاتِ
