surah:ayah	position	word	meaning	ayah_link
2:158	2	l-ṣafā	the Safa	 إِنَّ الصَّفَا وَالْمَرْوَةَ مِنْ شَعَائِرِ اللَّهِ
18:48	4	ṣaffan	(in) rows	 وَعُرِضُوا عَلَىٰ رَبِّكَ صَفًّا
20:64	5	ṣaffan	(in) a line	 فَأَجْمِعُوا كَيْدَكُمْ ثُمَّ ائْتُوا صَفًّا
37:1	2	ṣaffan	(in) rows	 وَالصَّافَّاتِ صَفًّا
61:4	8	ṣaffan	(in) a row	 إِنَّ اللَّهَ يُحِبُّ الَّذِينَ يُقَاتِلُونَ فِي سَبِيلِهِ صَفًّا
78:38	5	ṣaffan	(in) rows	 يَوْمَ يَقُومُ الرُّوحُ وَالْمَلَائِكَةُ صَفًّا
89:22	4	ṣaffan	rank	 وَجَاءَ رَبُّكَ وَالْمَلَكُ صَفًّا
89:22	5	ṣaffan	(upon) rank	 صَفًّا
